task,raw_input,input,output,raw_output
acsa,Thấy mọi người đánh giá nhiều lỗi nhưng đó là do phần mềm lúc các bạn đó mua máy là phần mềm chưa cập nhật. Mình mua máy được một tháng và dùng rất ok không một lỗi nào vì Xiaomi đã update phần mềm fix lỗi hết rồi. Các bạn yên tâm mua nhé .,thấy mọi người đánh giá nhiều lỗi nhưng đó là do phần mềm lúc các bạn đó mua máy là phần mềm chưa cập nhật . mình mua máy được một tháng và dùng rất ok không một lỗi nào vì xiaomi đã cập nhật phần mềm fix lỗi hết rồi . các bạn yên tâm mua nhé .,hiệu suất tốt và nói chung tốt,"{PERFORMANCE, positive}, {GENERAL, positive}"
acsa,"Dùng tạm tạm , camera quá tệ , phần mềm thì cài các ứng dụng mặc định như vinid ,mua sắm...quá nhiều , mua điện thoại để dùng cá nhân chứ không phải mua điện thoại để Vinmart quảng cáo . Giá rẻ không đáng bỏ tiền mua","dùng tạm tạm , camera quá tệ , phần mềm thì cài các ứng dụng mặc định như vinid , mua sắm quá nhiều , mua điện thoại để dùng cá nhân chứ không phải mua điện thoại để vinmart quảng cáo . giá rẻ không đáng bỏ tiền mua",máy ảnh tệ và hiệu suất tệ và giá tiền tạm và nói chung tệ và phục vụ với phụ kiện tệ,"{CAMERA, negative}, {PERFORMANCE, negative}, {PRICE, neutral}, {GENERAL, negative}, {SER_ACC, negative}"
acsa,Máy mượt pin trâu nhưng Xạc pin mà nó cứ ấm ấm z có nguy hiểm không ad ngoài ra thì rất tốt,máy mượt pin trâu nhưng xạc pin mà nó cứ ấm ấm vậy có nguy hiểm không admin ngoài ra thì rất tốt,pin tạm và hiệu suất tốt và nói chung tốt,"{BATTERY, neutral}, {PERFORMANCE, positive}, {GENERAL, positive}"
acsa,Cho e hỏi máy mua được một năm r nhưng dạo gần đây pin hay tụt nhanh lắm.giúp em cách khác phục với,cho em hỏi máy mua được một năm rồi nhưng dạo gần đây pin hay tụt nhanh lắm . giúp em cách khác phục với,pin tệ,"{BATTERY, negative}"
acsa,Sản phẩm xài tốt 2 tháng rồi mà chưa thấy lỗi nào xài rất tốt chơi pubg và call ò duty mobile đều max seettings ko gật lag nào hết,sản phẩm xài tốt num tháng rồi mà chưa thấy lỗi nào xài rất tốt chơi pubg và cal ò duty mobile đều siêu setings không gật lag nào hết,hiệu suất tốt và nói chung tốt,"{PERFORMANCE, positive}, {GENERAL, positive}"
acsa,Mới mua đc 15 ngày. Xài tạm ổn nhưng pin tụt nhanh. Máy sạc bị nóng.mới mua mà chưa gì máy đã bị nóng. Còn lại ổn,mới mua được num ngày . xài tạm ổn nhưng pin tụt nhanh . máy sạc bị nóng . mới mua mà chưa gì máy đã bị nóng . còn lại ổn,pin tệ và nói chung tốt,"{BATTERY, negative}, {GENERAL, positive}"
acsa,"Pin sạc 3 tiếng từ 15%-100% (pin trâu) Camera chụp hình khá đẹp trong điều kiện sáng tốt, có chế độ chụp cảnh buổi tối khá tốt Cảm biến vân tay rất nhạy Những thao tác xem phim, nghe nhạc, lướt web đều mượt Quay phim chống rung tốt Loa vừa đủ nghe, ấm Màn hình hiển thì rất nét (mình k biết là do rổ hay gì) (đây là những đánh giá sau 2 ngày mình sử dụng, đây là điện thoại tốt trong tầm giá trên 3 triệu, không nên đòi hỏi nhiều về game hay những thao tác nặng hơn)","pin sạc num tiếng từ num % - num % ( pin trâu ) camera chụp hình khá đẹp trong điều kiện sáng tốt , có chế độ chụp cảnh buổi tối khá tốt cảm biến vân tay rất nhạy những thao tác xem phim , nghe nhạc , lướt web đều mượt quay phim chống rung tốt loa vừa đủ nghe , ấm màn hình hiển thì rất nét ( mình không biết là do rổ hay gì ) ( đây là những đánh giá sau num ngày mình sử dụng , đây là điện thoại tốt trong tầm giá trên num triệu , không nên đòi hỏi nhiều về game hay những thao tác nặng hơn )",màn hình tốt và máy ảnh tốt và tính năng tốt và pin tốt và giá tiền tạm và nói chung tốt,"{SCREEN, positive}, {CAMERA, positive}, {FEATURES, positive}, {BATTERY, positive}, {PRICE, neutral}, {GENERAL, positive}"
acsa,Good máy dùng mượt pin thì hơi kém tí nói chung ok nhân viên nhiệt tình thanks thế giới di động,tốt máy dùng mượt pin thì hơi kém tí nói chung ok nhân viên nhiệt tình cảm ơn thế giới di động,pin tệ và hiệu suất tốt và nói chung tốt và phục vụ với phụ kiện tốt,"{BATTERY, negative}, {PERFORMANCE, positive}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,"Quá thất vọng, mời mua 2 ngày mà xài cảm giác quá tệ luôn, thua cả con J7pro mua năm 2017. Pin thì nhanh hết (chỉ vào Zalo, FB thôi) xài 1 buổi bình thường mà hết 50% pin. Còn bắt sóng Wifi, 3G kém, Chat Zalo có nhiều lúc không nhận được tin, hoặc lâu mới nhận được. Còn kiểu dáng, camera, tốc độ thì Ok. Đề nghị samsung xem lại!","quá thất vọng , mời mua num ngày mà xài cảm giác quá tệ luôn , thua cả con j num pro mua năm num . pin thì nhanh hết ( chỉ vào zalo , mạng xã hội thôi ) xài num buổi bình thường mà hết num % pin . còn bắt sóng wifi , num g kém , chất zalo có nhiều lúc không nhận được tin , hoặc lâu mới nhận được . còn kiểu dáng , camera , tốc độ thì ok . đề nghị samsung xem lại !",máy ảnh tốt và tính năng tệ và pin tệ và hiệu suất tốt và thiết kế tốt và nói chung tệ,"{CAMERA, positive}, {FEATURES, negative}, {BATTERY, negative}, {PERFORMANCE, positive}, {DESIGN, positive}, {GENERAL, negative}"
acsa,Sản phẩm rất tốt. Chơi game rất tốt . pin trâu . mỗi tội ứng dụng của máy dính quảng cáo quá nhiều . trong phần cài đặt cũng có quảng cáo của gg chèn vào .,sản phẩm rất tốt . chơi game rất tốt . pin trâu . mỗi tội ứng dụng của máy dính quảng cáo quá nhiều . trong phần cài đặt cũng có quảng cáo của gogle chèn vào .,pin tốt và hiệu suất tạm và nói chung tốt,"{BATTERY, positive}, {PERFORMANCE, neutral}, {GENERAL, positive}"
acsa,Sai lầm khi mua đt này ghê ă. Nghe nv tư vấn xoq mua lun về xem lại cấu hình mới thấy chán. Tầm giá này mà màn hình chỉ mức HD+ . sử sụng chip rất yếu chơi game thì giật liên tục.,sai lầm khi mua điện thoại này ghê ă . nghe nhân viên tư vấn xoq mua lun về xem lại cấu hình mới thấy chán . tầm giá này mà màn hình chỉ mức hd + . sử sụng chip rất yếu chơi game thì giật liên tục .,màn hình tệ và hiệu suất tệ và giá tiền tạm và nói chung tệ,"{SCREEN, negative}, {PERFORMANCE, negative}, {PRICE, neutral}, {GENERAL, negative}"
acsa,"mình mới mua chiếc điện 3 GB chiếc màu tím . Với mức giá như thế này thì các bạn nên mua một chiếc cho bản thân . Chơi game mượt, loa tốt, wifi ổn, các tác vụ bình thường thì ok","mình mới mua chiếc điện num gb chiếc màu tím . với mức giá như thế này thì các bạn nên mua một chiếc cho bản thân . chơi game mượt , loa tốt , wifi ổn , các tác vụ bình thường thì ok",tính năng tốt và hiệu suất tốt và nói chung tốt,"{FEATURES, positive}, {PERFORMANCE, positive}, {GENERAL, positive}"
acsa,Thiết kế đẹp. So với giá thành thì chất lượng cực ổn. Mình đi du lịch cầm con này theo selfie rất ưng ý.,thiết kế đẹp . so với giá thành thì chất lượng cực ổn . mình đi du lịch cầm con này theo selfie rất ưng ý .,máy ảnh tốt và thiết kế tốt và giá tiền tạm và nói chung tốt,"{CAMERA, positive}, {DESIGN, positive}, {PRICE, neutral}, {GENERAL, positive}"
acsa,Sao mình sài đc 1 tháng thì bị hư lỗ cắm tai nghe và khi gọi cho người khác thì màn hình bị tắt,sao mình sài được num tháng thì bị hư lỗ cắm tai nghe và khi gọi cho người khác thì màn hình bị tắt,tính năng tạm và thiết kế tệ,"{FEATURES, neutral}, {DESIGN, negative}"
acsa,"Mua máy dc 1 tuần. Đối với 6 triệu thì máy quá ok. Mọi thứ đều hoạt động mượt mà. Đặc biệt pin trâu. Xài 2 ngày mới cần sạc pin lại. Mình dùng toàn 3G, k dùng wifi, ít chơi game, chỉ Facebook, zalo, Youtube, thỉnh thoảng có xem phim mà đến tối muốn cho hết pin để sạc mà k hết dc. Xứng đáng số tiền bỏ ra.","mua máy được num tuần . đối với num triệu thì máy quá ok . mọi thứ đều hoạt động mượt mà . đặc biệt pin trâu . xài num ngày mới cần sạc pin lại . mình dùng toàn num g , không dùng wifi , ít chơi game , chỉ facebok , zalo , youtube , thỉnh thoảng có xem phim mà đến tối muốn cho hết pin để sạc mà không hết được . xứng đáng số tiền bỏ ra .",pin tốt và hiệu suất tốt và giá tiền tốt và nói chung tốt,"{BATTERY, positive}, {PERFORMANCE, positive}, {PRICE, positive}, {GENERAL, positive}"
acsa,"Điện thoại khi tin nhắn tới lâu lâu sẽ nghe nó bị rè rè , âm thâm tin nhắn như bị đè nén đi","điện thoại khi tin nhắn tới lâu lâu sẽ nghe nó bị rè rè , âm thâm tin nhắn như bị đè nén đi",tính năng tệ,"{FEATURES, negative}"
acsa,Ứng dụng văn phòng rất chán đặc biệt ng sử dunbj email làm việc như mình. Còn chơi game vs lướt web thì chấp nhận đc. Pin khoẻ,ứng dụng văn phòng rất chán đặc biệt người sử dunbj email làm việc như mình . còn chơi game với lướt web thì chấp nhận được . pin khoẻ,pin tốt và hiệu suất tệ,"{BATTERY, positive}, {PERFORMANCE, negative}"
acsa,Khá ok ngon về mọi thứ màn mượt.pin khỏe . sạc maxx sướng.cảm giác phê lòi..... hơn hẳn SS về mọi mặt.hehe,khá ok ngon về mọi thứ màn mượt . pin khỏe . sạc max sướng . cảm giác phê lòi . . hơn hẳn s về mọi mặt . tốt,tính năng tốt và pin tốt và nói chung tốt và phục vụ với phụ kiện tốt,"{FEATURES, positive}, {BATTERY, positive}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,"Hên ghê. Lúc mua em này được giảm 700k giá ưu đãi 2tr990. Mua 2 ốp lưng giá 90k+thêm khách hàng thân thiết giảm thêm 150k nữa nên tậu luôn cái tai phone. Nói gì nói chứ thấy máy chạy mượt mà sao nhiều bạn lại chê. Mình không chơi game nên như vậy là quá Ok rồi. Nhân viên nhiệt tình,vui vẻ.","hên ghê . lúc mua em này được giảm giá tiền giá ưu đãi num tr num . mua num ốp lưng giá giá tiền + thêm khách hàng thân thiết giảm thêm giá tiền nữa nên tậu luôn cái tai phone . nói gì nói chứ thấy máy chạy mượt mà sao nhiều bạn lại chê . mình không chơi game nên như vậy là quá ok rồi . nhân viên nhiệt tình , vui vẻ .",hiệu suất tốt và giá tiền tốt và nói chung tốt và phục vụ với phụ kiện tốt,"{PERFORMANCE, positive}, {PRICE, positive}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,Mới mua cách đay mấy ngày thật sự rất tệ. load hình quá chậm và nhảy màn hinh.loa nghe nhạc qua nhỏ,mới mua cách đay mấy ngày thật sự rất tệ . tải hình quá chậm và nhảy màn hinh . loa nghe nhạc qua nhỏ,tính năng tệ và hiệu suất tệ và nói chung tệ,"{FEATURES, negative}, {PERFORMANCE, negative}, {GENERAL, negative}"
acsa,Máy dùng tạm được. Đang dùng quen IP sáng máy này thì ko ưng về cảm ứng và chất lượng video. Xem nhiều gây nhức mắt. Được cái pin khoẻ. Dùng cả buổi sáng hết 8%.,máy dùng tạm được . đang dùng quen ip sáng máy này thì không ưng về cảm ứng và chất lượng video . xem nhiều gây nhức mắt . được cái pin khoẻ . dùng cả buổi sáng hết num % .,màn hình tệ và tính năng tệ và pin tốt và nói chung tạm,"{SCREEN, negative}, {FEATURES, negative}, {BATTERY, positive}, {GENERAL, neutral}"
acsa,Đánh giá sau 1 năm sử dụng thì : - chơi game cực đã vì pin trâu+sạc nhanh+hiệu năng tốt - chụp ảnh ở mức bình thường đủ dùng để làm việc chứ k dùng vào việc sống ảo hay chụp chuyên nghiệp - được update phần mềm thường xuyên - nhược điểm lớn nhất của phần thiết kế là camera lồi quá nên bị xước - màn hình siêu bền với gorillas 3 - điều ghét nhất ở máy này đó là wifi hay bị lag Kết: đáng mua trong tầm giá này,đánh giá sau num năm sử dụng thì : - chơi game cực đã vì pin trâu + sạc nhanh + hiệu năng tốt - chụp ảnh ở mức bình thường đủ dùng để làm việc chứ không dùng vào việc sống ảo hay chụp chuyên nghiệp - được cập nhật phần mềm thường xuyên - nhược điểm lớn nhất của phần thiết kế là camera lồi quá nên bị xước - màn hình siêu bền với gorilas num - điều ghét nhất ở máy này đó là wifi hay bị lag kết : đáng mua trong tầm giá này,màn hình tốt và máy ảnh tạm và tính năng tệ và pin tốt và hiệu suất tốt và thiết kế tệ và giá tiền tạm và nói chung tốt,"{SCREEN, positive}, {CAMERA, neutral}, {FEATURES, negative}, {BATTERY, positive}, {PERFORMANCE, positive}, {DESIGN, negative}, {PRICE, neutral}, {GENERAL, positive}"
acsa,Máy bỏ túi hay bị chụp màn hình loạn xì ngầu. Máy mới nhưng loa rất rè. Có ai bị giống mình không,máy bỏ túi hay bị chụp màn hình loạn xì ngầu . máy mới nhưng loa rất rè . có ai bị giống mình không,tính năng tệ,"{FEATURES, negative}"
acsa,"đừng có mua nếu ai đó đang dự định mua. sản phẩm xài 1,2 tháng có dấu hiệu đơ máy, cảm ứng lâu lâu không nhạy. nói chung rất thất vọng khi mua. nói trước kẻo mốt ôm hận.","đừng có mua nếu ai đó đang dự định mua . sản phẩm xài num , num tháng có dấu hiệu đơ máy , cảm ứng lâu lâu không nhạy . nói chung rất thất vọng khi mua . nói trước kẻo mốt ôm hận .",tính năng tệ và hiệu suất tệ và nói chung tệ,"{FEATURES, negative}, {PERFORMANCE, negative}, {GENERAL, negative}"
