task,raw_input,input,output,raw_output,reasoning
acsa,"Đồ ăn ngon, khách hơi vắng hơn so với mấy nhà hàng khác ở Mỹ Tho.","đồ ăn ngon , khách hơi vắng hơn so với mấy nhà hàng khác ở mỹ tho .",chất lượng đồ ăn tốt và nhà hàng nói chung tạm,"{FOOD#QUALITY, positive}, {RESTAURANT#GENERAL, neutral}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng đồ ăn với nhận xét ""đồ ăn ngon"", điều này cho thấy người đánh giá hài lòng với chất lượng thức ăn tại nhà hàng. Nhãn {RESTAURANT#GENERAL, neutral} được gán vì bài đánh giá đề cập đến việc nhà hàng có ít khách hơn so với các nhà hàng khác ở Mỹ Tho, điều này không phản ánh một cảm xúc tích cực hoặc tiêu cực rõ ràng về nhà hàng nói chung, do đó nhãn này được đánh giá là trung lập."
acsa,"- cá ba sa chiên giòn 45k: cá mềm, không bị khô nha, cắn ra có hơi bốc khói nhẹ, loại này cũng có sốt riêng chấm luôn.","- cá ba sa chiên giòn giá tiền : cá mềm , không bị khô nha , cắn ra có hơi bốc khói nhẹ , loại này cũng có sốt riêng chấm luôn .",giá tiền đồ ăn tạm và chất lượng đồ ăn tốt,"{FOOD#PRICES, neutral}, {FOOD#QUALITY, positive}","Nhãn {FOOD#PRICES, neutral} được gán vì bài đánh giá đề cập đến giá của món cá ba sa chiên giòn là 45k nhưng không có bất kỳ nhận xét tích cực hoặc tiêu cực nào về mức giá này, do đó, cảm xúc của người đánh giá về giá cả được xem là trung lập. Nhãn {FOOD#QUALITY, positive} được gán vì người đánh giá đã đánh giá cao chất lượng của món ăn, chỉ ra rằng cá mềm, không bị khô và có hương vị hấp dẫn khi cắn vào. Điều này cho thấy người đánh giá hài lòng với chất lượng món ăn, do đó, nhãn này được gán với cảm xúc tích cực."
acsa,Mang tiếng là fast food mà lại bắt khách chờ hơn cả 10p.,mang tiếng là nhanh fod mà lại bắt khách chờ hơn cả num p .,phục vụ tệ,"{SERVICE#GENERAL, negative}","Nhãn {SERVICE#GENERAL, negative} được gán vì bài đánh giá đề cập đến việc khách hàng phải chờ đợi hơn 10 phút tại một nhà hàng fast food, điều này thể hiện sự không hài lòng với chất lượng dịch vụ nói chung. Trong ngữ cảnh của nhà hàng fast food, thời gian chờ đợi dài hơn 10 phút có thể được coi là không phù hợp, do đó, nhận xét này được gán nhãn tiêu cực liên quan đến dịch vụ."
acsa,"Nước chấm rất ngon luôn, 1 phần làm nên món lẩu mà :)).","nước chấm rất ngon luôn , num phần làm nên món lẩu mà : ) ) .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của nước chấm với nhận xét rất tích cực, thậm chí người đánh giá còn nhấn mạnh rằng nước chấm là một phần quan trọng tạo nên món lẩu. Điều này cho thấy người đánh giá rất hài lòng với chất lượng của nước chấm, do đó, nhận xét này được gán nhãn tích cực liên quan đến chất lượng thức ăn."
acsa,Mà khách lúc nào cũng đông nên hơi ồn ào.,mà khách lúc nào cũng đông nên hơi ồn ào .,không gian tệ,"{AMBIENCE#GENERAL, negative}","Nhãn {AMBIENCE#GENERAL, negative} được gán vì bài đánh giá đề cập đến việc quán luôn đông khách và do đó gây ra tiếng ồn. Điều này cho thấy người đánh giá không hài lòng với không gian chung của quán, cụ thể là mức độ ồn ào. Do đó, nhận xét này được gán nhãn tiêu cực liên quan đến không gian chung của nhà hàng."
acsa,"Spicy kale & Edamame khó ăn lắm, rau vị nồng qtqd, có mấy loại hạt với thịt xé nhỏ trộn chung.","spicy kale và edamame khó ăn lắm , rau vị nồng qtqd , có mấy loại hạt với thịt xé nhỏ trộn chung .",chất lượng đồ ăn tệ và lựa chọn đồ ăn tạm,"{FOOD#QUALITY, negative}, {FOOD#STYLE&OPTIONS, neutral}","Nhãn {FOOD#QUALITY, negative} được gán vì bài đánh giá đề cập đến món Spicy kale & Edamame với nhận xét tiêu cực rằng món ăn khó ăn và vị nồng quá mức. Điều này cho thấy người đánh giá không hài lòng với chất lượng của món ăn này. Nhãn {FOOD#STYLE&OPTIONS, neutral} được gán vì bài đánh giá cũng đề cập đến các thành phần khác của món ăn như hạt và thịt xé nhỏ nhưng không có nhận xét tích cực hoặc tiêu cực rõ ràng về chúng, cho thấy người đánh giá có cảm xúc trung lập với phong cách và lựa chọn thực phẩm này."
acsa,Giá cả không quá cao so với chất lượng và mấy nơi khác.,giá cả không quá cao so với chất lượng và mấy nơi khác .,giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}","Nhãn {RESTAURANT#PRICES, neutral} được gán vì bài đánh giá đề cập đến giá cả của nhà hàng mà không có bất kỳ nhận xét tích cực hoặc tiêu cực rõ ràng nào. Người đánh giá cho rằng giá cả không quá cao so với chất lượng và so với các nơi khác, điều này cho thấy họ không cảm thấy giá cả là quá đắt đỏ hoặc rẻ, do đó, nhận xét này được gán nhãn trung lập liên quan đến giá cả của nhà hàng."
acsa,"Cái bạn giả bộ lơ lơ lại tỏ vẻ mặt cực kỳ khó chịu với mình như mình làm gì bạn đấy, cái bạn còn lại thấy vậy chạy tới gíup.","cái bạn giả bộ lơ lơ lại tỏ vẻ mặt cực kỳ khó chịu với mình như mình làm gì bạn đấy , cái bạn còn lại thấy vậy chạy tới gíup .",phục vụ tệ,"{SERVICE#GENERAL, negative}","Nhãn {SERVICE#GENERAL, negative} được gán vì bài đánh giá đề cập đến sự không hài lòng của khách hàng với thái độ phục vụ của nhân viên. Cụ thể, người đánh giá mô tả rằng nhân viên có vẻ ""giả bộ lơ"" và tỏ ra ""khó chịu"", điều này cho thấy rằng họ không hài lòng với cách phục vụ của nhân viên. Mặc dù có một nhân viên khác đã chạy tới giúp, nhưng điều này không đủ để cải thiện trải nghiệm tổng thể của khách hàng với dịch vụ, do đó, nhận xét này được gán nhãn tiêu cực liên quan đến dịch vụ."
acsa,Nước lèo ngọt thanh ăn rất vừa miệng.,nước lèo ngọt thanh ăn rất vừa miệng .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của nước lèo với nhận xét rất tích cực. Người đánh giá cho biết nước lèo có vị ngọt thanh và rất vừa miệng, điều này cho thấy họ hài lòng với chất lượng của món ăn này. Do đó, nhãn chất lượng thức ăn được đánh giá là tích cực."
acsa,Rồi món cuối trước khi ăn tráng miệng là cơm chiên với gà quay hay nướng lá é.,rồi món cuối trước khi ăn tráng miệng là cơm chiên với gà quay hay nướng lá é .,lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}","Nhãn {FOOD#STYLE&OPTIONS, neutral} được gán vì bài đánh giá đề cập đến các món ăn như cơm chiên với gà quay hay nướng lá é nhưng không có bất kỳ nhận xét tích cực hoặc tiêu cực nào về chúng. Người đánh giá chỉ đơn giản là nêu ra những món ăn mà họ đã chọn, không thể hiện rõ ràng sự hài lòng hoặc không hài lòng với các lựa chọn thực phẩm này. Do đó, nhãn này được đánh giá là trung lập."
acsa,Gà có vị cay kích thích vị giác.,gà có vị cay kích thích vị giác .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của món gà với nhận xét tích cực. Người đánh giá cho rằng gà có vị cay kích thích vị giác, điều này cho thấy họ hài lòng với chất lượng món ăn. Do đó, nhận xét này được gán nhãn tích cực liên quan đến chất lượng thức ăn."
acsa,"Mình đã chọn món ' Chocolate sữa đá ', mình thực sự rất thích Chocolate.","mình đã chọn món ' chocolate sữa đá ' , mình thực sự rất thích chocolate .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}","Nhãn {DRINKS#QUALITY, positive} được gán vì người đánh giá đã chọn món ""Chocolate sữa đá"" và thể hiện rằng họ thực sự rất thích Chocolate. Điều này cho thấy họ hài lòng với chất lượng của thức uống, đặc biệt là món Chocolate sữa đá, do đó nhãn này được gán với lớp cảm xúc tích cực."
acsa,"Mới đầu hơi buồn do là thịt bầm chứ k phải thịt lát, tô cũng khá nhỏ.","mới đầu hơi buồn do là thịt bầm chứ không phải thịt lát , tô cũng khá nhỏ .",lựa chọn đồ ăn tệ,"{FOOD#STYLE&OPTIONS, negative}","Nhãn {FOOD#STYLE&OPTIONS, negative} được gán vì bài đánh giá đề cập đến sự không hài lòng với cách chế biến thức ăn - thịt bầm thay vì thịt lát, cũng như kích thước của tô thức ăn khá nhỏ. Điều này cho thấy người đánh giá không hài lòng với lựa chọn và phong cách thức ăn tại nhà hàng, do đó nhãn này được gán với cảm xúc tiêu cực."
acsa,"Menu phong phú, đa dạng, giá cả phải chăng.","thực đơn phong phú , đa dạng , giá cả phải chăng .",lựa chọn đồ ăn tốt và lựa chọn đồ uống tốt và giá tiền nhà hàng tốt,"{FOOD#STYLE&OPTIONS, positive}, {DRINKS#STYLE&OPTIONS, positive}, {RESTAURANT#PRICES, positive}","Nhãn {FOOD#STYLE&OPTIONS, positive} được gán vì bài đánh giá đề cập đến menu thức ăn phong phú và đa dạng, điều này cho thấy người đánh giá hài lòng với số lượng và sự đa dạng của các món ăn. Nhãn {DRINKS#STYLE&OPTIONS, positive} cũng được gán vì khi nói về menu phong phú, đa dạng, người đánh giá cũng đang ám chỉ rằng có nhiều lựa chọn đồ uống, điều này cho thấy sự hài lòng với số lượng và sự đa dạng của các loại đồ uống. Cuối cùng, nhãn {RESTAURANT#PRICES, positive} được gán vì người đánh giá đã nhận xét rằng giá cả phải chăng, điều này cho thấy sự hài lòng với mức giá chung của nhà hàng."
acsa,"Lasgana cũng bt, k có sốt cà chua nên cảm thấy thiếu vị.","lasgana cũng biết , không có sốt cà chua nên cảm thấy thiếu vị .",lựa chọn đồ ăn tệ và chất lượng đồ ăn tạm,"{FOOD#STYLE&OPTIONS, negative}, {FOOD#QUALITY, neutral}","Nhãn {FOOD#STYLE&OPTIONS, negative} được gán vì bài đánh giá đề cập đến việc món Lasgana không có sốt cà chua, điều này cho thấy người đánh giá không hài lòng với cách chế biến món ăn, cụ thể là lựa chọn không sử dụng sốt cà chua. Nhãn {FOOD#QUALITY, neutral} được gán vì người đánh giá chỉ đánh giá món Lasgana là ""bình thường"", không có nhận xét tích cực hoặc tiêu cực rõ ràng về chất lượng món ăn, do đó, nhận xét này được gán nhãn trung lập liên quan đến chất lượng thức ăn."
acsa,Hôm nọ có order gongcha trên foody ship về đặt 1 ly olong gongcha trân châu trắng ly lớn & 1 ly earl grey trân trâu đen mà không thấy trân châu đâu hơi thất vọng.,hôm nọ có order gongcha trên fody vận chuyển về đặt num ly olong gongcha trân châu trắng ly lớn và num ly earl grey trân trâu đen mà không thấy trân châu đâu hơi thất vọng .,lựa chọn đồ uống tệ,"{DRINKS#STYLE&OPTIONS, negative}","Nhãn {DRINKS#STYLE&OPTIONS, negative} được gán vì bài đánh giá đề cập đến việc khách hàng đã đặt 2 loại thức uống khác nhau từ Gongcha nhưng không nhận được trân châu như mong đợi. Điều này cho thấy sự không hài lòng với các lựa chọn và phong cách thức uống mà quán cung cấp, do đó nhãn này được gán với cảm xúc tiêu cực."
acsa,Giá hơi cao tý nhưng rất xứng đáng với chất lượng.,giá hơi cao tý nhưng rất xứng đáng với chất lượng .,giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}","Nhãn {RESTAURANT#PRICES, neutral} được gán vì bài đánh giá đề cập đến giá cả của nhà hàng với cảm xúc trung lập. Mặc dù người đánh giá cho rằng giá hơi cao, nhưng họ cũng thấy rằng giá cả xứng đáng với chất lượng, điều này cho thấy họ không có cảm xúc tiêu cực mạnh mẽ về giá cả."
acsa,Uống mát mà cũng ngon.,uống mát mà cũng ngon .,chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}","Nhãn {DRINKS#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của đồ uống với nhận xét tích cực. Người đánh giá cho biết đồ uống vừa mát vừa ngon, điều này cho thấy họ hài lòng với chất lượng của đồ uống."
